folder,claim_id,source_file,status,falsifier_text,quantity,units,how_obtained,reference,maps_to,breaks_at,downgrade_reason,notes,batch
derivation-discarded,DD_F1,derivation-discarded/MECHANISM_11.md,MEASURED,Fails if post-audit literature is found that scores against total observed impacts rather than against the prediction list.,accuracy-figure denominator basis per published post-audit,categorical per document (prediction list vs total impacts); fraction form is R2,documentation audit of published post-audits (seed measurement R2),,,,,mechanism falsifier 1; DD_004 records it unfired,6
derivation-discarded,DD_F2,derivation-discarded/MECHANISM_11.md,MEASURED,Fails if any removal-approval standard already requires a stated unmodelled-function term.,"documented term for unmodelled function of the removed structure, per approval document",three-state readout per document: documented / asserted / absent (R3),sample demolition/clearance/drainage/decommissioning approvals and score each,,,,,mechanism falsifier 2; R3 calibration: score against the document's own uncertainty vocabulary,6
derivation-discarded,DD_F3,derivation-discarded/MECHANISM_11.md,MEASURED,Weakens substantially if R1 comes back small — i.e. if unanticipated impacts really are rare rather than merely unlooked-for.,R1 unanticipated-impact ratio,ratio: impacts recorded post-hoc appearing nowhere in the prediction list / total impacts recorded,re-read source EISs against monitoring data for a set of post-audited projects,,,,,"mechanism falsifier 3; 'small' has no threshold, and DD_004 warns the ratio is search-intensity-set",6
derivation-discarded,DD_F4,derivation-discarded/MECHANISM_11.md,MEASURED,"The ""only copy"" claim fails for any structure whose constraint set is independently documented. Scope the mechanism to those that are not.",independent documentation of a removed structure's constraint set,boolean / document count per structure,documentation audit per structure — DD_001 adopts this as the decidable form of the distinguishing test,,,,,mechanism falsifier 4,6
domain-ledger,DL_001,domain-ledger/AUDIT_NOTES.md,UNKNOWN,a reading on which the four are combinable,,,,,,,combinability of the four readouts is a reading/argument condition; no checkable quantity named,,6
domain-ledger,DL_002,domain-ledger/AUDIT_NOTES.md,MEASURED,"a headroom field, or a flag when coverage exceeds the ceiling",presence of a headroom field or over-ceiling flag in the readout,boolean (present/absent); ceiling constant 0.2 sourced in drop 4,"inspect ledger.py output; ceiling is computed, returned, printed, and read by nothing",,,,,,6
domain-ledger,DL_003,domain-ledger/AUDIT_NOTES.md,MEASURED,"a footer clause naming what the denominator includes, or a separate ratio",presence of a denominator footer clause or separate ratio,boolean (present/absent) in the coverage readout,inspect the coverage readout; all-break and all-mixed both return 0.00 as delivered,,,,,,6
domain-ledger,DL_004,domain-ledger/AUDIT_NOTES.md,MEASURED,either field entering `SKELETON`,presence of criterion_fixed_in_advance / open in SKELETON,boolean per field,inspect SKELETON in ledger.py; --new never prompts for the pre-registration guard as delivered,,,,,,6
domain-ledger,DL_005,domain-ledger/AUDIT_NOTES.md,MEASURED,"the empty state refusing, or saying it is empty",behaviour with no shapes/ directory,exit code (0 vs refusal rc 1) and report content,run ledger_audit.py with no shapes/ directory; as delivered it prints a well-formed zero-row report and exits 0,,,,,,6
domain-ledger,DL_006,domain-ledger/AUDIT_NOTES.md,MEASURED,the derived column filling in and disagreeing with 0.61,derived coverage vs asserted 0.61,coverage ratio over the stated domain set,populate the ledger and read detail(); the derived column prints '--' as delivered,,,,,,6
domain-ledger,DL_008,domain-ledger/AUDIT_NOTES.md,MEASURED,the two collapsing anywhere in the readout,unrouted and absent_established kept apart in the readout,separate counts per state,inspect anchor.py output; the two are counted separately and restated,,,,,,6
domain-ledger,DL_009,domain-ledger/AUDIT_NOTES.md,MEASURED,"the first anchor map, which shows they are different quantities and the code aggregates the right one",which field the aggregation reads (corroboration.class vs target_band),"field identity in the code, checked against the first anchor map",read anchor.py plus the delivered anchor map; claim CORRECTED — the code aggregates the right one,,,,,,6
domain-ledger,DL_010,domain-ledger/AUDIT_NOTES.md,MEASURED,"a derivation for 0.30 / 0.80 / 0.99, or a disclosure line",presence of a derivation or disclosure for the three stipulated constants,boolean (present/absent); constants 0.30 / 0.80 / 0.99,"inspect code and docs; the no-composite refusal is selftest-enforced, the constants carry rationales but no derivation",,,,,,6
domain-ledger,DL_011,domain-ledger/AUDIT_NOTES.md,MEASURED,a link assigned the state,absent_established usage count on the first real map,count of links (0 of 9 as delivered),run anchor.py on the real map and count links in the state,,,,,,6
domain-ledger,DL_012,domain-ledger/AUDIT_NOTES.md,MEASURED,a readout separating them,separation of unrouted into attempted-and-open / queued / no-instrument-nameable,counts per de-facto state; schema already carries paths_attempted / paths_open,inspect the readout; unrouted_total merges all three as delivered,,,,,,6
domain-ledger,DL_013,domain-ledger/AUDIT_NOTES.md,MEASURED,any of the three disagreeing,the map's three self-stated numbers,"spread 0.5, ceiling 0.80, quantified-link count 0",recompute the three numbers from the open list of the map,,,,,,6
domain-ledger,DL_014,domain-ledger/AUDIT_NOTES.md,MEASURED,the claim table arriving,existence of CLAIM_TABLE.md in the folder,boolean (present/absent),list the folder; A2.md sources its subject to a file the folder does not carry,,,,,,6
domain-ledger,DL_015,domain-ledger/AUDIT_NOTES.md,MEASURED,a routine deriving the class from something measured,presence of a routine deriving corroboration.class from measured quantities,boolean (present/absent) in anchor.py,inspect anchor.py; the class is a declared string and nothing derives it,,,,,,6
domain-ledger,DL_F1,domain-ledger/AUDIT_NOTES.md,UNKNOWN,"The falsifier is named and is a search rather than an experiment: something well-corroborated that is not assemblable, or something assemblable with thin corroboration.",,,,,,,'assemblable' has no field or instrument in the delivered maps; the off-diagonal reading is a judgment even though corroboration class is a declared label,falsifier for the A2.md anchor-distance candidate; neither side has been looked for,6
gdprf-framework,(folder),gdprf-framework/README.md,MISSING,(no falsifier anywhere),,,,,,,,README: 'No CLAIMS.md / REFUTATION_PROTOCOL file'; research/framework-assessment.md scores six claims C1-C6 with posteriors but states no falsifier for any; grep for falsif/refute/disconfirm/would-fail across md+py finds none,6
instrument-bias-sims,OR1,instrument-bias-sims/OPEN_RESEARCH.md,MEASURED,**Falsifier:** Both models produce identical predictions for the within-age-class relationship (then the separator is not informative).,within-age-class paternity-vs-antler-size predictions of the two models,prediction curves per age class; verdict identical/separated,run both doe-choice models in s4_antler_calibration.py and compare within-age-class predictions,,,,,OPEN_RESEARCH 1 (S4 doe-choice arm),6
instrument-bias-sims,OR2,instrument-bias-sims/OPEN_RESEARCH.md,MEASURED,**Falsifier:** The diagnostic does not separate real filters from trackers (then the diagnostic is not load-bearing).,foreclosure diagnostic separation of real filters vs trackers,separation verdict on known cases,run the S6 diagnostic on real data with known filters/trackers,,,,,OPEN_RESEARCH 2 (S6),6
instrument-bias-sims,OR3,instrument-bias-sims/OPEN_RESEARCH.md,UNKNOWN,**Falsifier:** The cost asymmetry is negligible in all contexts (then S7's mechanism is not load-bearing).,,,,,,,'negligible' has no threshold and the asymmetry's units are not stated,OPEN_RESEARCH 3 (S7),6
instrument-bias-sims,OR4,instrument-bias-sims/OPEN_RESEARCH.md,MEASURED,**Falsifier:** The present-day interval is shorter than the historical interval under all normalisers (then the S8 finding is reversed).,recognition-to-delivery interval under each normaliser,interval length (years) per normaliser,run the S8 normaliser sweep and compare present-day vs historical intervals under each,,,,,OPEN_RESEARCH 4 (S8),6
instrument-bias-sims,OR5,instrument-bias-sims/OPEN_RESEARCH.md,MEASURED,**Falsifier:** The residual < any single link under some decomposition method (then the finding is method-dependent).,residual vs per-link attribution under each decomposition method,attribution share per link and residual,run the per-link attribution sensitivity sweep across decomposition methods,,,,,OPEN_RESEARCH 5 (S10),6
instrument-bias-sims,OR6,instrument-bias-sims/OPEN_RESEARCH.md,UNKNOWN,**Falsifier:** The pattern is unique to this folder (then it is not a general feature).,,,,,,,"'the pattern' and 'across domains' name no corpus, count, or membership test",OPEN_RESEARCH 6,6
instrument-bias-sims,OR7,instrument-bias-sims/OPEN_RESEARCH.md,UNKNOWN,**Falsifier:** No omissions would have been invisible without the rule (then the rule is not needed).,,,,,,,counterfactual over omissions; no checkable quantity or procedure named,OPEN_RESEARCH 7 ([BLANK] rule),6
instrument-bias-sims,OR8,instrument-bias-sims/OPEN_RESEARCH.md,MEASURED,**Falsifier:** The keyword scan has zero false negatives (then paraphrases are not a problem).,false-negative count of the keyword scan,count of missed paraphrases,run the crosscutting keyword scan against a paraphrase set,,,,,OPEN_RESEARCH 8,6
instrument-bias-sims,OR9,instrument-bias-sims/OPEN_RESEARCH.md,UNKNOWN,**Falsifier:** Non-specialists find the guide unhelpful or incomprehensible.,,,,,,,"'unhelpful or incomprehensible' has no instrument, scale, or threshold",OPEN_RESEARCH 9,6
instrument-bias-sims,S4_B2,instrument-bias-sims/s4_antler_calibration.py,MEASURED,"under the paternity-derived arm it predicts a nearly flat rate, so ANY observed year-trend refutes it. The pre-patch code could not produce that test.",model A year-trend spread under the paternity-derived arm (arm_pat),A_rate spread across years; flat threshold A_spread < 0.15; trend_ratio > 5.0 between arms,arm_comparison() in s4_antler_calibration.py; selftest ck() asserts A_spread < 0.15 and trend_ratio > 5,,,,,"B2: pre-patch rank dictionary was circular_for_model_A, so the test could not exist pre-patch",6
instrument-bias-sims,AC_M4,instrument-bias-sims/allocation_coupling/m4_assessment_record.py,MEASURED,the row that breaks it — a resident who is also compensated to write — is one the mapping had no slot for ... adding one such position moves the number materially,the inversion readout under a mapping with the missing row added,readout number of m4_assessment_record.py; 'moves materially' (no numeric threshold),add a position high on both generation and p_write to the five-row mapping and rerun the module,,,,,falsifier-shaped ('the position that would have refuted the finding'); threshold vague,6
msiaf-framework,(folder),msiaf-framework/README.md,MISSING,(no falsifier anywhere),,,,,,,,"README: 'Not a claim table. No CLAIMS.md, no REFUTATION_PROTOCOL ... a claims-and-falsifiers landing ... a future addendum, not this drop'; grep across md/py finds no falsifier-shaped statement",6
thermal-sensor-degradation-audit,TSD_001,thermal-sensor-degradation-audit/CLAIM_TABLE.md,MEASURED,"Instrument torque and fretting wear on a GREEN joint and a RED joint over 30 cycles. If the GREEN joint loosens or the RED joint holds, the microstrain thresholds in `pair_mismatch` are wrong.",fastener torque loss and fretting wear on GREEN vs RED dissimilar-material bolted pairs,"% torque loss over 30 thermal cycles (claim: GREEN loses <5%, RED materially more)",field-instrument both joints over 30 thermal cycles,,,,,,6
thermal-sensor-degradation-audit,TSD_002,thermal-sensor-degradation-audit/CLAIM_TABLE.md,MEASURED,"Pull the gasket after the exposure window, measure recovered thickness vs original. If recovery beats the model's `set_fraction`, the base rate or Q10 in `compression_set` is wrong.",gasket permanent set vs predicted set_fraction,set fraction (recovered thickness / original) after the exposure window above creep-onset,pull the gasket after the exposure window and measure thickness,,,,,,6
thermal-sensor-degradation-audit,TSD_003,thermal-sensor-degradation-audit/CLAIM_TABLE.md,MEASURED,"Co-locate a reference-grade sensor for the exposure window. If the field unit's divergence falls outside 2× of `projected_drift_pct`, the Ea or enclosure-rise estimate is wrong.",field-unit drift vs Arrhenius projected_drift_pct,drift %; tolerance band 2× of projection,co-locate a reference-grade sensor for the exposure window and compare,,,,,,6
thermal-sensor-degradation-audit,TSD_004,thermal-sensor-degradation-audit/CLAIM_TABLE.md,MEASURED,"Run an independent mobile reference traverse during a heat event. If the fixed network's tail does **not** read low against the traverse when the signature fires, L7 is detecting an artifact, not a bias.",network tail reading vs reference traverse when corruption_signature (variance_collapse AND range_clipping) fires,sign and size of the tail difference (b_m = (mean(readings_during) − mean_true)/mean_true from the traverse),independent mobile reference traverse during a heat event,,,,,,6
thermal-sensor-degradation-audit,TSD_005,thermal-sensor-degradation-audit/CLAIM_TABLE.md,MEASURED,"Reference-instrument comparison at two `t_cal_days` values (e.g. 30 vs 365) should show a drift ratio approximately `(30+event)/(365+event) → ~12` ... If observed ratio differs by more than 2×, the Arrhenius-linear composition is wrong for this substrate.",drift ratio at two calibration ages (30 vs 365 days) at fixed internal temperature,"ratio, expected ≈ (30+event)/(365+event) → ~12, tolerance 2×",reference-instrument comparison at two t_cal_days values,,,,,,6
thermal-sensor-degradation-audit,TSD_006,thermal-sensor-degradation-audit/CLAIM_TABLE.md,MEASURED,An event with `wet_bulb_c > 31 °C` where maintenance actually occurred AND the package showed only YELLOW physical flags AND the ex-post reference traverse read within 5% of the network record.,ex-post reference traverse vs network record for a maintained YELLOW package in a >31 °C wet-bulb event,% difference (within 5% refutes the compounding claim),reference traverse after such an event with maintenance log showing maintenance occurred,,,,,,6
transmission-decay,TD_001,transmission-decay/CLAIM_TABLE.md,UNKNOWN,**Falsifier:** none. The scheme is here and parses.,,,,,,,the claim explicitly states it has no falsifier ('Falsifier: none'),,6
transmission-decay,TD_002,transmission-decay/CLAIM_TABLE.md,MEASURED,"**Falsifier:** an ordering statistic that recovers eight ranks at small n, or a headline question that genuinely requires the full order.",probability of recovering the full 8-component order at n informants per chain position,"probability (0.000 at n=5 … 0.360 at n=160, per power table); pair-question decidability 0.754–1.000",power.py arithmetic per chain position against the declared retention profile,,,,,,6
transmission-decay,TD_003,transmission-decay/CLAIM_TABLE.md,MEASURED,"**Falsifier:** a metric on chain position that licenses interpolation — which would need the hops to be equal-interval, and the design does not claim they are.",halflife_bracket() output type on the four-level axis,verdict: interval bracket (finest 'between C0 and C1') / not-reached-on-this-axis / no data — never an interpolated value,run halflife_bracket() in power.py on scores over C0..C3+,,,,,the falsifier proper is existence of an equal-interval metric; the checkable pin is that the function never interpolates,6
transmission-decay,TD_004,transmission-decay/CLAIM_TABLE.md,MEASURED,**Falsifier:** a C3+ stratum in which every informant has a countable hop number.,hop-number countability of informants coded C3+,boolean per informant (countable hops vs no traceable chain),the study's chain-position coding of the C3+ stratum — fieldwork not run here,,,,,,6
transmission-decay,TD_005,transmission-decay/CLAIM_TABLE.md,UNKNOWN,**Falsifier:** an argument that transmissibility and change-robustness are the same property for a knowledge component.,,,,,,,'an argument' is an argument-existence condition; no checkable quantity named,,6
transmission-decay,TD_006,transmission-decay/CLAIM_TABLE.md,UNKNOWN,**Falsifier:** none — these are design properties and both are present.,,,,,,,the claim explicitly states it has no falsifier ('Falsifier: none'),,6
transmission-decay,TD_007,transmission-decay/CLAIM_TABLE.md,MEASURED,"**Falsifier:** an instrumented record with a field for every M-component, at which point the arbiter is complete and the concern dissolves.",field coverage of the instrumented record over M1–M8,count of M-components with a record field (of 8),schema audit of the instrumented record against the M1–M8 component list,,,,,,6
transmission-decay,TD_008,transmission-decay/CLAIM_TABLE.md,MEASURED,"**Falsifier:** run it, with consent, and publish the pairs that were decidable at the n obtained plus the cells that were not.",decidable named pairs at the n obtained,pair count with per-pair decidability probability from the TD_002 power table,run the field study with collective consent and publish both columns,,,,,status UNVERIFIED; the falsifier is the study itself,6
transmission-decay,TD_009,transmission-decay/CLAIM_TABLE.md,UNKNOWN,**Falsifier:** a reading under which a silent exit 0 on an unrecognised flag is the correct behaviour for a module in a tree where every sibling answers that flag with a count.,,,,,,,"falsifier asks for an interpretive reading; no quantity named (the repaired behaviour — exit 2 naming the runner — is pinned in selftest_power.py, but that pin is the repair, not the falsifier)",,6
transmission-decay,TD_F1,transmission-decay/SOURCE_DROP.md,MEASURED,no decay   mechanism score flat across chain position (check backflow before believing it),mechanism (M3) score by chain position,"score per level across C0, C1, C2, C3+",run the valley study: code M-components per informant by chain position and read the profile,,,,,drop's own falsifier 1; publishable; fieldwork not run in this folder,6
transmission-decay,TD_F2,transmission-decay/SOURCE_DROP.md,MEASURED,"cliff      mechanism intact to Cn then collapses — implies a discrete break (schooling, resettlement, monitoring arrival) rather than gradual fade",mechanism score profile across chain position for a step break at Cn,score per level; intact-to-Cn-then-collapse pattern,same coding run as TD_F1; read the profile shape,,,,,drop's own falsifier 2; 'the most consequential',6
transmission-decay,TD_F3,transmission-decay/SOURCE_DROP.md,MEASURED,inverse    later cohorts score HIGHER — official backflow dominates and transmission is not what is being measured,mechanism score by cohort,score per cohort; direction of the cohort gradient,same coding run; compare later vs earlier cohorts,,,,,drop's own falsifier 3,6
zero-sum-curriculum-null,ZSN_001,zero-sum-curriculum-null/CLAIM_TABLE.md,UNKNOWN,"Falsifier: a reading of ""requirement"" under which N1 and N2 can hold together.",,,,,,,"falsifier asks for an interpretive reading; the underlying computation (conjunction vs disjunction survival sets) is pinned by null_construction.py, but the falsifier as stated names no quantity",,6
zero-sum-curriculum-null,ZSN_002,zero-sum-curriculum-null/CLAIM_TABLE.md,UNKNOWN,Falsifier: a reading of N2 or N5 under which the null holds on that branch with N3 failed.,,,,,,,"interpretive-reading condition; no checkable quantity named (the dependency fixed point {N2,N4}→{N4} is asserted by the selftest, but that is the claim, not the falsifier)",,6
zero-sum-curriculum-null,ZSN_008,zero-sum-curriculum-null/CLAIM_TABLE.md,MEASURED,"Falsifier: a file outside the two index files carrying one of the names, which the independent column would report.","independent-column hit count for the three names (depth-stack instrument, sacrifice transcripts, the delay attempt DEPTH 3)",count of files outside CLAUDE.md and root README.md carrying any name,run the content scan (selftest_nc.py); planted mention lands in the independent column and is caught,,,,,ZSN_003..ZSN_007 state no falsifier; ZSN_005's original 0-file null is the scan this falsifier re-reads,6
consensus-anchor,CA_002,consensus-anchor/CLAIM_TABLE.md,UNKNOWN,"a third reading of the sentence that gives a third verdict, or an argument that one reading is not admissible.",,,,,,,"counterexample is an argumentative object (a third reading); no checkable quantity, units, or instrument named",,7
consensus-anchor,CA_003,consensus-anchor/CLAIM_TABLE.md,MEASURED,"a `DIST` run where `m` departs chance — which would mean the invariance argument is wrong, and it is checkable in one line.",order parameter m (modal position fraction) under the DIST update rule,"dimensionless fraction, compared against the measured chance baseline E[max count]/N",run the text-free arm under DIST and compare terminal m to the measured chance baseline,,,,,,7
consensus-anchor,CA_004,consensus-anchor/CLAIM_TABLE.md,MEASURED,a `J_c` invariant across `eta`.,critical coupling J_c under SAMPLED,dimensionless coupling value,find_jc() over the J grid at each eta; measured 0.15 / 0.50 / 0.90 at eta = 0.00 / 0.02 / 0.10,,,,,OPEN_RESEARCH item 2 restates this falsifier,7
consensus-anchor,CA_005,consensus-anchor/CLAIM_TABLE.md,MEASURED,a gap that keeps shrinking at dwells beyond 800.,maximum hysteresis gap m(J_up) - m(J_down),dimensionless order-parameter gap per dwell,hysteresis_is_bistability() returns the gap per dwell (dwells 50/200/800 pinned; SAMPLED ratio 1.244),,,,,OPEN_RESEARCH item 3 restates this falsifier,7
consensus-anchor,CA_006,consensus-anchor/CLAIM_TABLE.md,MEASURED,"an `N` and `K` where `E[max count]/N` equals `1/K`, which is the `N → ∞` limit and not any run.",chance baseline E[max count]/N vs naive 1/K,dimensionless fraction / ratio,"uniform-random draws (measured 0.2944, sd 0.0223, 200 draws, vs 0.2500); selftest checks the N-dependence",,,,,OPEN_RESEARCH item 4 restates this falsifier,7
consensus-anchor,CA_007,consensus-anchor/CLAIM_TABLE.md,MEASURED,a setting where the alignment result reverses again.,"alignment outcome m vs measured threshold across (eta, T) settings",dimensionless fraction vs threshold from find_jc(),"run the arm at candidate (eta, T); first null at eta=0.10, T=80 (m=0.366 vs 0.3613), reversal at eta=0, T=400 (m=0.88)",,,,,,7
consensus-anchor,CA_008,consensus-anchor/CLAIM_TABLE.md,MEASURED,"a topology where `SAMPLED` loses the threshold or `DIST` gains one, either of which would make `CA_002`'s split a property of the complete graph rather than of the reading.",threshold existence (J_c present/absent) per update rule per topology,boolean from find_jc(),"run both rules on ring, random (two degrees), and scale-free graphs with neighbour-built peer signal",,,,,OPEN_RESEARCH item 1 restates this falsifier,7
consensus-anchor,CA_009,consensus-anchor/CLAIM_TABLE.md,UNKNOWN,run it.,,,,,,,no quantity named; falsifier is a bare instruction to run the adjacent-sample (transmitted-text) measurement,the arm cannot exercise the instrument caution; adjacent sample unexercised,7
consensus-anchor,F1,consensus-anchor/OPEN_RESEARCH.md,UNKNOWN,The DIST/SAMPLED split does not replicate on trained models (then the text-free result is not informative about model-side consensus).,,,,,,,model-side metric and instrument unspecified; no trained-model arm exists in the folder,OPEN_RESEARCH item 5,7
consensus-anchor,F2,consensus-anchor/OPEN_RESEARCH.md,MEASURED,No boundary exists—alignment is either always present or always absent (then the null artifact is not a parameter-space phenomenon).,"alignment outcome m vs threshold across the (eta, T) parameter space",dimensionless fraction vs measured threshold,"parameter sweep of eta and T, running the text-free arm at each setting",,,,,OPEN_RESEARCH item 6,7
consensus-anchor,F3,consensus-anchor/OPEN_RESEARCH.md,MEASURED,Drift exceeds machine-precision expectations (then CA_003's invariance claim is falsified for finite precision).,population-mean drift under DIST,dimensionless drift (measured 4.11e-15 over 200 steps),run the DIST update and record population-mean drift against machine precision,,,,,OPEN_RESEARCH item 7,7
consensus-anchor,F4,consensus-anchor/OPEN_RESEARCH.md,MEASURED,The divergence-vs-distance correlation is robust to survivorship correction (then the survivorship problem is not present).,correlation of lineage divergence against transmission distance,correlation coefficient (dimensionless),"compute the correlation over surviving variant lineages, with and without a survivorship correction",,,,,OPEN_RESEARCH item 8; correction method not specified in the folder,7
consensus-anchor,F5,consensus-anchor/OPEN_RESEARCH.md,UNKNOWN,Non-specialists find the guide unhelpful or incomprehensible.,,,,,,,"audience judgment; no quantity, scale, or testing protocol named","OPEN_RESEARCH item 10; item 9 belongs to reasoning-dial (RD_002), not coded here",7
cooperative-substrate,CSP_001,cooperative-substrate/CLAIM_TABLE.md,MEASURED,"a shipped file over 300 lines, a non-stdlib import, a network import, or a 3.9 parse failure","per-file line count, import classification, 3.9 parse result for the five shipped files",line counts; boolean membership in sys.stdlib_module_names; parse boolean,"constraints() in order_audit.py, pinned by selftest_csp.py; run_all.py runs P2-P4",,,,,,7
cooperative-substrate,CSP_002,cooperative-substrate/CLAIM_TABLE.md,MEASURED,"a fixture sentence in the pattern vocabulary that is not extracted, or one outside it that is",per-sentence extraction result on the constructed fixture,boolean extracted/not per sentence,p1_fixture(): 7 records across six classes pinned; a file with no dependency language returns 0,,,,,,7
cooperative-substrate,CSP_003,cooperative-substrate/CLAIM_TABLE.md,UNKNOWN,a document outside the methods register on which the pattern set's records are dependencies at a rate a reader would accept,,,,,,,"acceptance criterion is reader judgment ('a rate a reader would accept'); no numeric threshold and the hand reading is declared, not computed",,7
cooperative-substrate,CSP_004,cooperative-substrate/CLAIM_TABLE.md,MEASURED,"a verification proxy that reads the returned type at the call site, or a shipped check with zero unverified records",unverified-contract count per shipped check,count (0 of 4 checks verify every contract; 95/148/179/95 unverified),"p2_shipped(); proxy limits pinned by p2_proxy_limits() (try-only 1, checked 1, bare 0)",,,,,,7
cooperative-substrate,CSP_005,cooperative-substrate/CLAIM_TABLE.md,MEASURED,"a Python where the two counts agree on a file with a comprehension (3.12 inlines them — then the disagreement moves, and the check still prints both)",ast vs bytecode call counts per shipped file,counts (e.g. ast 63 / bytecode 68),p2_shipped() prints both instruments' counts beside each other; comprehension row of p2_proxy_limits(),,,,,,7
cooperative-substrate,CSP_006,cooperative-substrate/CLAIM_TABLE.md,MEASURED,a corpus on which every term with enough occurrences reads the same way against the null,term-minus-null co-occurrence gap per term,"standard deviations of the sense-shuffled null (mechanism 9.6 sd, confidence 12.8 sd, instrument 0.0, claim 0.5)",p3_sample() over uninstrumented/cases/ and p3_tree() over the tree (910 documents),,,,,,7
cooperative-substrate,CSP_007,cooperative-substrate/CLAIM_TABLE.md,MEASURED,a disjoint-sense corpus on which the reading is distinguishable from the null,observed-vs-null gap on a constructed disjoint-sense corpus,"profile means and sd gap (constructed corpus reads 0.0000 / 0.0000, sd 0)","p3_constructed(); same-sense constructed corpus gives 1.0 vs 0.87, so the instrument is not CONSTANT_SILENT",,,,,,7
cooperative-substrate,CSP_008,cooperative-substrate/CLAIM_TABLE.md,MEASURED,— (the defect is repaired; the check is that a disjoint-sense corpus reads 0 / 0),observed and null readings on the disjoint-sense corpus after excluding the original term from stand-ins,"dimensionless profile means, pinned 0.0000 / 0.0000","p3_constructed() with profile(..., exclude=) pinned in selftest",,,,,falsifier field is a dash; the parenthetical repair-check is what is coded,7
cooperative-substrate,CSP_009,cooperative-substrate/CLAIM_TABLE.md,MEASURED,"a step-contest model on which termination is not monotone in `p_contest`, or a row where sim and exact disagree beyond 3 se",termination probability vs p_contest; sim-vs-exact row discrepancy,probability; standard-error units (rows within 1.5 binomial se),p4_known() 21-point grid; exact() beside simulate() on every row; p4_budget_relative(),,,,,,7
cooperative-substrate,CSP_010,cooperative-substrate/CLAIM_TABLE.md,UNKNOWN,a version of the model with a quality axis on which quality is unchanged as `p_contest` rises,,,,,,,"requires a hypothetical model variant; no quality metric, units, or instrument named",,7
cooperative-substrate,CSP_011,cooperative-substrate/CLAIM_TABLE.md,MEASURED,"a delivered record of the multi-agent run, or an instrument for the share",delivery status of the multi-agent turf-war run record; existence of an instrument for the cooperative share,boolean delivered/not; share (fraction) has no instrument in the folder,"inspect the folder and evidence pack for a run record, report, or citation (E2.1-E2.3 are UNVERIFIED-FULLTEXT)",,,,,existence-type falsifier; claim is UNVERIFIED and stays there,7
cooperative-substrate,CSP_012,cooperative-substrate/CLAIM_TABLE.md,MEASURED,a moral term in a comment or output string that both lists miss and a reader catches,moral-token occurrences missed by both lists,token count,"framing_scan() over the tokens of all five shipped files, plus reader review; declared exemptions recorded",,,,,,7
cooperative-substrate,CSP_013,cooperative-substrate/CLAIM_TABLE.md,MEASURED,— (the repair is the second column; the check is that the two readings are printed apart),"whole-tree readings with index files in vs excluded, printed as separate columns","sd values (9.9 with index in, 8.5, then 6.3 sd / 20 sources excluded)",p3_tree() prints `all` and `independent` columns apart,,,,,falsifier field is a dash; the parenthetical repair-check is what is coded,7
cooperative-substrate,CSP_014,cooperative-substrate/CLAIM_TABLE.md,MEASURED,a row opened and found not to say what the pack says; a locator that resolves to a different paper,row-content match and locator resolution per pack row,boolean per row (34 rows + 2 target papers),"open the row's DOI/arXiv locator and compare; census(), doi_syntax(), arxiv_calendar(), doi_years() check what is checkable without opening; hosts refuse CONNECT",,,,,,7
cooperative-substrate,CSP_015,cooperative-substrate/CLAIM_TABLE.md,MEASURED,a delivered row whose conditions differ from each other,condition-vector diversity across the five delivered E8 rows,"count of distinct condition vectors (currently 2: all-y, all-n)",separation() on the parsed table; constructed off-diagonal row in the selftest makes C2 necessary,,,,,,7
cooperative-substrate,CSP_016,cooperative-substrate/CLAIM_TABLE.md,MEASURED,"a second row with both axes recorded on which they agree; a stated axis for ""benign"" independent of the outcome","count of rows with both stress and design axes recorded, and their agreement; existence of an outcome-independent benign axis","row count (currently 1 row of 5, disagreeing); boolean axis-stated","axes(), benign_reading() over the pack's table",,,,,,7
cooperative-substrate,CSP_017,cooperative-substrate/CLAIM_TABLE.md,UNKNOWN,— (a per-game row set would replace the class row),,,,,,,falsifier field is a dash; the parenthetical names a data replacement (per-game rows) but no checkable quantity or test,,7
cooperative-substrate,CSP_018,cooperative-substrate/CLAIM_TABLE.md,MEASURED,the record delivered,delivery status of the E2.6 label-position-test record (100%/0% mislabel measurement),boolean delivered/not,"inspect the pack for a report, run id, or locator; the row's locator class is author_year",,,,,existence-type falsifier; the measurement itself stays UNVERIFIED,7
cooperative-substrate,CSP_019,cooperative-substrate/CLAIM_TABLE.md,MEASURED,a filled cell carrying a numeric prediction that a second substrate measures,count of E7 cells carrying a numeric prediction a second substrate measures,"count (currently 0 of 25; 2 filled, both the pack's own example)","summary(), validate() over the E7 table",,,,,,7
cooperative-substrate,CSP_020,cooperative-substrate/CLAIM_TABLE.md,UNKNOWN,—,,,,,,,falsifier field is a bare dash; no falsifier stated for this claim,,7
cooperative-substrate,CSP_021,cooperative-substrate/CLAIM_TABLE.md,MEASURED,a delivered `v2/p4_goal.py` that runs end to end,run-to-completion status of the delivered truncated file,"boolean (currently raises NameError; 1282 bytes, cut mid-line)",execute v2/p4_goal.py; truncation() pins parses True / complete False / run_has_return False / stances_in_body ['accept'],,,,,,7
cooperative-substrate,CSP_022,cooperative-substrate/CLAIM_TABLE.md,MEASURED,"a manifest file that is neither present, a v1 rename, nor first-party thesis",manifest-to-folder mapping category per named file,"count per category (1 delivered-truncated, 5 v1 renames, 1 new, 1 seeded, 1 declined, 1 present)",manifest_map() in v2/v2_audit.py,,,,,,7
